Timestamp, CH1, CH2, CH3, CH4, CH5, CH6, CH7, CH8, CH9
10-3-2022 15:20:03, 2712, 2609, 2541, 2277, 2160, 2267, 2135, 2043, 1999
10-3-2022 15:20:26, 2321, 1999, 1114, 1207, 1339, 1348, 1446, 1451, 1744
