Timestamp, CH1, CH2, CH3, CH4, CH5, CH6, CH7, CH8, CH9
10-3-2022 15:14:45, 2052, 2179, 2262, 2126, 2096, 2262, 2184, 2130, 1999
10-3-2022 15:15:05, 1994, 2116, 2204, 2091, 2052, 2194, 2116, 2047, 1945
10-3-2022 15:15:26, 1979, 2096, 2194, 2077, 2038, 2174, 2101, 2033, 1906
